vid,code,name,uri,code_2digit
language,spa,Spanish,http://id.loc.gov/vocabulary/languages/spa,
language,srd,Sardinian,http://id.loc.gov/vocabulary/languages/srd,
language,srn,Sranan,http://id.loc.gov/vocabulary/languages/srn,
language,srp,Serbian,http://id.loc.gov/vocabulary/languages/srp,
language,srr,Serer,http://id.loc.gov/vocabulary/languages/srr,
language,ssa,Nilo-Saharan (Other),http://id.loc.gov/vocabulary/languages/ssa,
language,ssw,Swazi,http://id.loc.gov/vocabulary/languages/ssw,
language,suk,Sukuma,http://id.loc.gov/vocabulary/languages/suk,
language,sun,Sundanese,http://id.loc.gov/vocabulary/languages/sun,
language,sus,Susu,http://id.loc.gov/vocabulary/languages/sus,
language,sux,Sumerian,http://id.loc.gov/vocabulary/languages/sux,
language,swa,Swahili,http://id.loc.gov/vocabulary/languages/swa,
language,swe,Swedish,http://id.loc.gov/vocabulary/languages/swe,
language,syc,Syriac,http://id.loc.gov/vocabulary/languages/syc,
language,syr,"Syriac, Modern",http://id.loc.gov/vocabulary/languages/syr,
language,tah,Tahitian,http://id.loc.gov/vocabulary/languages/tah,
language,tai,Tai (Other),http://id.loc.gov/vocabulary/languages/tai,
language,tam,Tamil,http://id.loc.gov/vocabulary/languages/tam,
language,tat,Tatar,http://id.loc.gov/vocabulary/languages/tat,
language,tel,Telugu,http://id.loc.gov/vocabulary/languages/tel,
language,tem,Temne,http://id.loc.gov/vocabulary/languages/tem,
language,ter,Terena,http://id.loc.gov/vocabulary/languages/ter,
language,tet,Tetum,http://id.loc.gov/vocabulary/languages/tet,
language,tgk,Tajik,http://id.loc.gov/vocabulary/languages/tgk,
language,tgl,Tagalog,http://id.loc.gov/vocabulary/languages/tgl,
language,tha,Thai,http://id.loc.gov/vocabulary/languages/tha,
language,tib,Tibetan,http://id.loc.gov/vocabulary/languages/tib,
language,tig,Tigré,http://id.loc.gov/vocabulary/languages/tig,
language,tir,Tigrinya,http://id.loc.gov/vocabulary/languages/tir,
language,tiv,Tiv,http://id.loc.gov/vocabulary/languages/tiv,
language,tkl,Tokelauan,http://id.loc.gov/vocabulary/languages/tkl,
language,tlh,Klingon (Artificial language),http://id.loc.gov/vocabulary/languages/tlh,
language,tli,Tlingit,http://id.loc.gov/vocabulary/languages/tli,
language,tmh,Tamashek,http://id.loc.gov/vocabulary/languages/tmh,
language,tog,Tonga (Nyasa),http://id.loc.gov/vocabulary/languages/tog,
language,ton,Tongan,http://id.loc.gov/vocabulary/languages/ton,
language,tpi,Tok Pisin,http://id.loc.gov/vocabulary/languages/tpi,
language,tsi,Tsimshian,http://id.loc.gov/vocabulary/languages/tsi,
language,tsn,Tswana,http://id.loc.gov/vocabulary/languages/tsn,
language,tso,Tsonga,http://id.loc.gov/vocabulary/languages/tso,
language,tuk,Turkmen,http://id.loc.gov/vocabulary/languages/tuk,
language,tum,Tumbuka,http://id.loc.gov/vocabulary/languages/tum,
language,tup,Tupi languages,http://id.loc.gov/vocabulary/languages/tup,
language,tur,Turkish,http://id.loc.gov/vocabulary/languages/tur,
language,tut,Altaic (Other),http://id.loc.gov/vocabulary/languages/tut,
language,tvl,Tuvaluan,http://id.loc.gov/vocabulary/languages/tvl,
language,twi,Twi,http://id.loc.gov/vocabulary/languages/twi,
language,tyv,Tuvinian,http://id.loc.gov/vocabulary/languages/tyv,
language,udm,Udmurt,http://id.loc.gov/vocabulary/languages/udm,
language,uga,Ugaritic,http://id.loc.gov/vocabulary/languages/uga,
language,uig,Uighur,http://id.loc.gov/vocabulary/languages/uig,
language,ukr,Ukrainian,http://id.loc.gov/vocabulary/languages/ukr,
language,umb,Umbundu,http://id.loc.gov/vocabulary/languages/umb,
language,und,Undetermined,http://id.loc.gov/vocabulary/languages/und,
language,urd,Urdu,http://id.loc.gov/vocabulary/languages/urd,
language,uzb,Uzbek,http://id.loc.gov/vocabulary/languages/uzb,
language,vai,Vai,http://id.loc.gov/vocabulary/languages/vai,
language,ven,Venda,http://id.loc.gov/vocabulary/languages/ven,
language,vie,Vietnamese,http://id.loc.gov/vocabulary/languages/vie,
language,vol,Volapük,http://id.loc.gov/vocabulary/languages/vol,
language,vot,Votic,http://id.loc.gov/vocabulary/languages/vot,
language,wak,Wakashan languages,http://id.loc.gov/vocabulary/languages/wak,
language,wal,Wolayta,http://id.loc.gov/vocabulary/languages/wal,
language,war,Waray,http://id.loc.gov/vocabulary/languages/war,
language,was,Washoe,http://id.loc.gov/vocabulary/languages/was,
language,wel,Welsh,http://id.loc.gov/vocabulary/languages/wel,
language,wen,Sorbian (Other),http://id.loc.gov/vocabulary/languages/wen,
language,wln,Walloon,http://id.loc.gov/vocabulary/languages/wln,
language,wol,Wolof,http://id.loc.gov/vocabulary/languages/wol,
language,xal,Oirat,http://id.loc.gov/vocabulary/languages/xal,
language,xho,Xhosa,http://id.loc.gov/vocabulary/languages/xho,
language,yao,Yao (Africa),http://id.loc.gov/vocabulary/languages/yao,
language,yap,Yapese,http://id.loc.gov/vocabulary/languages/yap,
language,yid,Yiddish,http://id.loc.gov/vocabulary/languages/yid,
language,yor,Yoruba,http://id.loc.gov/vocabulary/languages/yor,
language,ypk,Yupik languages,http://id.loc.gov/vocabulary/languages/ypk,
language,zap,Zapotec,http://id.loc.gov/vocabulary/languages/zap,
language,zbl,Blissymbolics,http://id.loc.gov/vocabulary/languages/zbl,
language,zen,Zenaga,http://id.loc.gov/vocabulary/languages/zen,
language,zha,Zhuang,http://id.loc.gov/vocabulary/languages/zha,
language,znd,Zande languages,http://id.loc.gov/vocabulary/languages/znd,
language,zul,Zulu,http://id.loc.gov/vocabulary/languages/zul,
language,zun,Zuni,http://id.loc.gov/vocabulary/languages/zun,
language,zxx,No linguistic content,http://id.loc.gov/vocabulary/languages/zxx,
language,zza,Zaza,http://id.loc.gov/vocabulary/languages/zza,
