,Collection ID,Collection Title,Item Title,Item ID,Subjects,Personal Contributors,Institutional Contributors,Date Created,Description,Language,Identifiers,Series,Resource Types,Extent,Citation,Notes_x,Copyright,Reuse,Visibility,Embargo Date,System Created,System Updated,Attachment Count,System User,Collection Url,ID,Creator,Creator - No LOC,Contributor,Contributor - No LOC,Contributor.1,Contributor - No LOC.1,Title,Notes_y,Keyword 1,Topical Subject,Topical Subject.1,Topical Subject.2,Topical Subject.3,Geographic Subject,Type of scholarship,Unnamed: 17,Unnamed: 18,Topical Subjects,Authors,Contributors-Person
23,5,Mediterranean Landscape Dynamics Project,Looking for the Future in the Past: Long-Term Change in Socioecological Systems,15564,,"Barton, C. Michael (Author) || Ullah, Isaac I. T. (Author) || Bergin, Sean M. (Author) || Mitasova, H. (Author) || Sarjoughian, H. S. (Author)",,2012-08,,eng,0304-3800|ISSN,,Text,,,,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Private,,2012-11-30 17:15:22.512507+00:00,2018-06-21 18:47:49.183201+00:00,0,,,,,,,,,,,,,,,,,,,,,,,
24,5,Mediterranean Landscape Dynamics Project,Composing Hybrid Discrete Event System and Cellular Automata Models,15563,,"Mayer, G. R. (Author)",,2009-08,"Hybrid system models - those devised from two or more disparate sub-system
models - provide a number of benefits in terms of conceptualization, development, and
assessment of dynamical systems. The decomposition approach helps to formulate complex
interactions that are otherwise difficult or impractical to express. However, hybrid model de-
velopment and usage can introduce complexity that emerges from the composition itself. To
improve assurance of model correctness, sub-systems using disparate modeling formalisms
must be integrated above and beyond just the data and control level; their composition
must have model specification and simulation execution aspects as well. Poly-formalism
composition is one approach to composing models in this manner.
This dissertation describes a poly-formalism composition between a Discrete EVent
System specification (DEVS) model and a Cellular Automata (CA) model types. These
model specifications have been chosen for their broad applicability in important and emerg-
ing domains. An agent-environment domain exemplifies the composition approach. The
inherent spatial relations within a CA make it well-suited for environmental representa-
tions. Similarly, the component-based nature of agents fits well within the hierarchical
component structure of DEVS. This composition employs the use of a third model, called
an interaction model, that includes methods for integrating the two model types at a for-
malism level, at a systems architecture level, and at a model execution level. A prototype
framework using DEVS for the agent model and GRASS for the environment has been de-
veloped and is described. Furthermore, this dissertation explains how the concepts of this
composition approach are being applied to a real-world research project.
This dissertation expands the tool set modelers in computer science and other disci-
plines have in order to build hybrid system models, and provides an interaction model for an
on-going research project. The concepts and models presented in this dissertation demon-
strate the feasibility of composition between discrete-event agents and discrete-time cellular
automata. Furthermore, it provides concepts and models that may be applied directly, or
used by a modeler to devise compositions for other research efforts.|abstract",eng,9781109333077|ISBN,,Text,152 Pages,,,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-11-30 16:57:05.792056+00:00,2018-06-21 18:47:49.174290+00:00,1,,,15563.0,,"Mayer, Gary R.",,,,,Composing Hybrid Discrete Event System and Cellular Automata Models,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856,Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768,Geographic information systems|http://id.loc.gov/authorities/subjects/sh2003007733,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345||Human ecology|http://id.loc.gov/authorities/subjects/sh85062856||Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768||Geographic information systems|http://id.loc.gov/authorities/subjects/sh2003007733,"Mayer, Gary R.",
25,5,Mediterranean Landscape Dynamics Project,Reorganization and Risk: Environmental Change and Tribal Land Use in Marginal Landscapes of Southern Jordan,15562,,"Arikan, Bulent (Author)",,2010-05,"This research on the early metal ages of the Wadi el-Hasa focuses on the
settlement systems and attempts to explain how social, economic and political
adjustments helped tribal groups survive under natural (i.e., climatic) and anthropogenic
(i.e., land degradation, erosion) stress factors. The shifting of subsistence base from
agropastoral to pastoral their reflections in site and population densities, diversity of site
types, levels of internal complexity and levels of social organization via the presence of
large settlements, like villages, which acted as economic and administrative centers
emerge as risk reduction mechanisms. The cycles of abandonment and resettlement are
evaluated within the concept of social reorganization and such changes are assessed as
parts of economic revitalization attempts. The social changes that emerge from such
shifts are evaluated from the perspective of the scale-free networks model and tested
through statistical methods, such as ANOVA, for spatial and temporal patterns while
patterns of land use and the impacts of changing climate and anthropogenic activities are
evaluated with GIS. Following the dimorphic society and heterarchic social organization
concepts, the discussion emphasizes that tribal groups adjust population density, range
and intensity of activities in marginal landscapes, like the Hasa, in order to prevent
environmental degradation. These patterns may change once these marginal landscapes
are integrated to more complex social organizations. Although this takes place in the
Hasa during the Iron Age, the research results imply that environmental degradation did
not take place possibly due to the continuation of extensive subsistence patterns, along
with the emergence of the long-distance caravan trade as a major economic incentive.|abstract",eng,1124261311|ISBN,,Text,345 Pages,,,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-11-30 16:43:45.518297+00:00,2018-06-21 18:47:49.162126+00:00,1,,,15562.0,,"Arikan, Bulent",,,,,Reorganization and Risk: Environmental Change and Tribal Land Use in Marginal Landscapes of Southern Jordan,Abstract not formated correctly,,Paleoclimatology|http://id.loc.gov/authorities/subjects/sh85097057,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,,,,Faculty scholarship,,,Paleoclimatology|http://id.loc.gov/authorities/subjects/sh85097057||Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,"Arikan, Bulent",
26,5,Mediterranean Landscape Dynamics Project,"A GIS Method for Assessing the Zone of Human-Environmental Impact around Archaeological Sites: a Test Case from the Late Neolithic of Wadi Ziqlâb, Jordan",15550,,"Ullah, Isaac I. T. (Author)",,2010,,eng,10.1016/j.jas.2010.10.015|DOI,,Text,,,,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Private,,2012-11-21 20:15:55.246607+00:00,2018-06-21 18:47:49.145934+00:00,0,,,,,,,,,,,,,,,,,,,,,,,
27,5,Mediterranean Landscape Dynamics Project,Landuse and Landscape Sociology in the Mediterranean Basin || A Natural Laboratory for the Study of the Long-Term Interaction of Human and Natural Systems,8335,,"Barton, C. Michael (Author)",,2004,"PowerPoint presentation to the Santa Fe Institute, October 2004.|",eng,,,Text,19 slides,,,http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 23:10:37.929998+00:00,2018-06-21 21:58:08.259555+00:00,1,,,8335.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,,,,,Landuse and Landscape Sociology in the Mediterranean Basin,,,Landscape changes|http://id.loc.gov/authorities/subjects/sh85074408,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Landscape changes|http://id.loc.gov/authorities/subjects/sh85074408||Human ecology|http://id.loc.gov/authorities/subjects/sh85062856||Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",
28,5,Mediterranean Landscape Dynamics Project,"Geomorphic Mapping and Paleoterrain Generation for use in Modeling Holocene (8, 000â€“1, 500 yr) Agropastoral Landuse and Landscape Interactions in Southeast Spain",8334,,"DiMaggio, E. N. (Author) || Arrowsmith, J. Ramon (Author) || Barton, C. Michael (Author) || Sarjoughian, H. S. (Author) || Fall, Patricia (Author) || Falconer, Steven (Author) || Ullah, Isaac I. T. (Author)",,,"Poster presented at the American Geophysical Union 2006, San Francisco.|",eng,,,Text,,,"See: American Geophysical Union, Fall Meeting 2006, abstract# GC51A-0453.",http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 22:47:56.979446+00:00,2018-06-21 21:58:08.267194+00:00,1,,,8334.0,,"DiMaggio, E. N.",,"Arrowsmith, J. Ramon","Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,"Geomorphic Mapping and Paleoterrain Generation for use in Modeling Holocene (8, 000â€“1, 500 yr) Agropastoral Landuse and Landscape Interactions in Southeast Spain","In Title: 8, 000â€“1, 500 yr. strikes me as a potential typo",,"Pastoral systems, Prehistoric|http://id.loc.gov/authorities/subjects/sh93004607",Agricultural systems|http://id.loc.gov/authorities/subjects/sh85002407,,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,"Pastoral systems, Prehistoric|http://id.loc.gov/authorities/subjects/sh93004607||Agricultural systems|http://id.loc.gov/authorities/subjects/sh85002407","DiMaggio, E. N.","Arrowsmith, J. Ramon||Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048"
29,5,Mediterranean Landscape Dynamics Project,"Field Investigations of Landscape Development in southeast Spain for use in Modeling Holocene (8,000-1,500 yr) Agropastoral Landuse and Landscape Interactions",8333,,"DiMaggio, E. N. (Author) || La Rocca, N. (Author) || Arrowsmith, J. Ramon (Author) || Diez-Castillo, A. (Author) || Bernabeu, J. (Author) || Barton, C. Michael (Author)",,,"Dramatic changes in land use were associated with the rise of agriculture in the mid Holocene in the Mediterranean region. Both the surface properties and the drainage networks were changed. Along with the direct modifications to surface properties (vegetation removal and change, sediment liberation and compaction) and consequent drainage alteration (terracing, canals), up and downstream responses in the watersheds communicated these changes throughout the landscape. The magnitude, rate, and feedbacks with the growing human populations are critical questions in our effort to assess human-landscape interactions. To investigate these relationships, recent field work in the Penaguila Valley in southeast Spain included landform mapping, alluvial deposit description, and sample collection emphasizing areas of active erosion, remnant land surfaces and their relation to archaeological sites. We have updated our geomorphic maps by refining the delineation of alluvial terraces, steep-walled (40m deep) drainages (""barrancos""), and hollows (""barrancos de fondo plano""). Hollows are curved, elongate, flat-bottomed gullies with steep walls (2-30m tall) and extend headward from the main barrancos. This work enables more accurate terrace correlations necessary for both landscape evolution modeling and interpretation of the development history of the basin. Alluvial terraces are crucial to this research because they record periods of past stable topography. In the Penaguila, sites dating back to late Mesolithic and early Neolithic (around 6600 BP) and subsequent periods (Chalcolithic and Bronze Age) are exposed on a prominent terrace surface mapped as Terrace A. This broad low relief surface is scarred by deep barrancos and hollow formation that expose bedrock marls and overlying alluvial deposits. Stratigraphic profiles and texture analyses of Terrace A deposits reveal overland flow facies and channel networks in reworked and CaCO3-encrusted marls, and several organic-rich paleosols. Small remnant surfaces mapped as Terrace Z (below Terrace A) were observed within the main barrancos and indicate a later, brief accumulation period with subsequent incision to the modern channel. Holocene landscape development in the Penaguila appears to have progressed from a period of stability to slope denudation with aggradation (stream infilling) followed by rapid incision which initiated sometime near the time of occupation. This change from a low relief alluvial surface to one cut by narrow channels may have been an important shift for local populations. Their response to that environmental modification may be associated with the horticulturalist to agricultural intensification noted in the archaeological record. Tighter chronology and better understanding of the driving processes for barranco incision and hollow formation will improve our ability to correlate the changing landscape with land use practices. Such an improved correlation leads to better understanding of human-landscape interactions.|",eng,,,Text,,,Conference Poster,http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 22:43:01.437613+00:00,2018-06-21 21:58:08.279786+00:00,1,,,8333.0,,"DiMaggio, E. N.",,"La Roca, N.",,"Arrowsmith, J. Ramon","Field Investigations of Landscape Development in southeast Spain for use in Modeling Holocene (8,000-1,500 yr) Agropastoral Landuse and Landscape Interactions",,,Landscape changes|http://id.loc.gov/authorities/subjects/sh85074408,,,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Landscape changes|http://id.loc.gov/authorities/subjects/sh85074408,"DiMaggio, E. N.","La Roca, N.||Arrowsmith, J. Ramon"
30,5,Mediterranean Landscape Dynamics Project,"Modeling Long-Term Landscape Dynamics and the Emergence of Intensification || Society for American Archaeology, 71st Annual Meeting",8332,,"Barton, C. Michael (Author) || Sarjoughian, H. S. (Author) || Falconer, Steven (Author) || Mitasova, H. (Author) || Arrowsmith, J. Ramon (Author) || Fall, Patricia (Author)",,,"Invited symposium paper presented at the 71st Annual Meeting of the Society for American Archaeology, San Juan.|",eng,,,Text,35 p.,,"Conference proceeding in San Juan, PR

Published in: Society for American Archaeology, 71st Annual Meeting (2006) 1-35",http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 22:38:32.308315+00:00,2018-06-21 21:58:08.288445+00:00,1,,,,,,,,,,,,,,,,,,,,,,,
31,5,Mediterranean Landscape Dynamics Project,Data Management and Access,8331,,"Barton, C. Michael (Author) || Arrowsmith, J. Ramon (Author)",,2005,"Microsoft PowerPoint presentation about data management and access issues for the research project, ""Land-Use and Landscape Socioecology in the Mediterranean Basin""|",eng,,,Text,9 slides.,,"Originally created October 13, 2005",http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 22:21:13.797425+00:00,2018-06-21 21:58:08.297188+00:00,1,,,8331.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,,"Arrowsmith, J. Ramon",,,Data Management and Access,,,Database management|http://id.loc.gov/authorities/subjects/sh85035848,,,,,Faculty scholarship,,,Database management|http://id.loc.gov/authorities/subjects/sh85035848,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048","Arrowsmith, J. Ramon"
32,5,Mediterranean Landscape Dynamics Project,Tell Identification in the Northern Jordan Valley || comparing methods using multiple remotely-sensed data sets,8330,,"Rempel, Sidney (Author) || Soto-Berelov, Mariela (Author) || Falconer, Steven (Author) || Fall, Patricia (Author)",,2007,"Contributed paper presented at the 72st Annual Meeting of the Society for American Archaeology, Austin, TX.|",eng,,,Text,18 slides.,,"""Funded by the National Science Foundation ERE Biocomplexity in the Environment program (Grant",http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 22:15:38.933158+00:00,2018-06-21 21:58:08.304551+00:00,1,,,8330.0,,"Rempel, Sydney",,"Soto-Berelov, Mariela","Falconer, Steven E.|http://id.loc.gov/authorities/names/n93058312",,Tell Identification in the Northern Jordan Valley,,,Data sets|http://id.loc.gov/authorities/subjects/sh2018002256,Artificial satellites in remote sensing|http://id.loc.gov/authorities/subjects/sh85008242,Archaeology|http://id.loc.gov/authorities/subjects/sh85006507,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Data sets|http://id.loc.gov/authorities/subjects/sh2018002256||Artificial satellites in remote sensing|http://id.loc.gov/authorities/subjects/sh85008242||Archaeology|http://id.loc.gov/authorities/subjects/sh85006507,"Rempel, Sydney","Soto-Berelov, Mariela||Falconer, Steven E.|http://id.loc.gov/authorities/names/n93058312"
33,5,Mediterranean Landscape Dynamics Project,Simulation Modeling for Human Community and Agricultural Landuse || Proceedings of the Agent-Directed Simulation Conference,8329,,"Mayer, G. R. (Author) || Sarjoughian, H. S. (Author) || Allen, E. K. (Author) || Falconer, Steven (Author) || Barton, C. Michael (Author)",,2006,,eng,,,Text,8 p. || 1 Figure.,,"Conference proceeding in Huntsville, Alabama
Published in: Proceedings of the Agent-Directed Simulation Conference (2006) 1-8",http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 22:10:45.399933+00:00,2018-06-21 21:58:08.311717+00:00,1,,,8329.0,,"Mayer, Gary R.","Sarjoughian, Hessam S.|http://id.loc.gov/authorities/names/n00016726",,,"Allen, Eowyn K.",Simulation Modeling for Human Community and Agricultural Landuse,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345||Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,"Mayer, Gary R.","Sarjoughian, Hessam S.|http://id.loc.gov/authorities/names/n00016726||Allen, Eowyn K."
34,5,Mediterranean Landscape Dynamics Project,Composing Agent and Landscape Models: An Example from the Mediterranean,8328,,"Sarjoughian, H. S. (Author) || Barton, C. Michael (Author)",,2007,"Invited paper presented at the Workshop on aspects of Social and Socio-Environmental Dynamics, Arizona State University, January 2007.|",eng,,,Text,28 slides.,,Supported by NSF ERE Biocomplexity in the Environment program (BCS-0410269).,http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 22:03:44.925688+00:00,2018-06-21 21:58:08.321619+00:00,1,,,8328.0,"Sarjoughian, Hessam S.|http://id.loc.gov/authorities/names/n00016726",,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,,,Composing Agent and Landscape Models: An Example from the Mediterranean,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856,Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768,Habitat (Ecology)|http://id.loc.gov/authorities/subjects/sh85058159,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345||Human ecology|http://id.loc.gov/authorities/subjects/sh85062856||Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768||Habitat (Ecology)|http://id.loc.gov/authorities/subjects/sh85058159,"Sarjoughian, Hessam S.|http://id.loc.gov/authorities/names/n00016726","Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048"
35,5,Mediterranean Landscape Dynamics Project,An Agent/Landscape Modeling Framework for Simulation of Human Landuse,8327,,"Sarjoughian, H. S. (Author)",,2005,"Invited presentation for ""Next Generation Simulations of Human-Environmental Interactions"" sponsored by the Santa Fe Institute and the University of Arizona, Tucson, 12-14 December, 2005.|",eng,,,Text,16 slides.,,Conference proceeding.,http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 22:00:32.321774+00:00,2018-06-21 21:58:08.330384+00:00,1,,,8327.0,"Sarjoughian, Hessam S.|http://id.loc.gov/authorities/names/n00016726",,,,,,An Agent/Landscape Modeling Framework for Simulation of Human Landuse,,,Landscape assessment|http://id.loc.gov/authorities/subjects/sh85074407,,,,,Faculty scholarship,,,Landscape assessment|http://id.loc.gov/authorities/subjects/sh85074407,"Sarjoughian, Hessam S.|http://id.loc.gov/authorities/names/n00016726",
36,5,Mediterranean Landscape Dynamics Project,Modeling Long-term Socioecology: the Mediterranean Landscape Dynamics Project,8326,,"Sarjoughian, H. S. (Author) || Barton, C. Michael (Author)",,2005,"Invited presentation for ""Next Generation Simulations of Human-Environmental Interactions,"" sponsored by the Santa Fe Institute and the University of Arizona, Tucson, 12-14 December, 2005.|",eng,,,Text,29 p.,,Conference preceding,http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 21:55:06.446538+00:00,2018-06-21 21:58:08.338559+00:00,1,,,8326.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,"Sarjoughian, Hessam S.|http://id.loc.gov/authorities/names/n00016726",,"Falconer, Steven E.|http://id.loc.gov/authorities/names/n93058312",,Modeling Long-term Socioecology: the Mediterranean Landscape Dynamics Project,,,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,,,,,Faculty scholarship,,,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048","Sarjoughian, Hessam S.|http://id.loc.gov/authorities/names/n00016726||Falconer, Steven E.|http://id.loc.gov/authorities/names/n93058312"
37,5,Mediterranean Landscape Dynamics Project,"Archaeoclimatology and Ancient Mediterranean Landscape Dynamics || Climate, People and Behavior,   A Symposium in Honor of Reid Bryson",8324,,"Hill, J. Brett (Author) || Miller, Alexandra (Author) || Wentz, Elizabeth (Author) || Barton, C. Michael (Author)",,2008,,eng,,,Text,18 slides.,,"Invited symposium paper presented at the 73rd Annual Meeting of the Society for American Archaeology, Vancouver, BC on March 26, 2008 (unpublished)",http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 21:28:50.175230+00:00,2018-06-21 21:58:08.346199+00:00,1,,,8324.0,"Hill, J. Brett (James Brett), 1960-|http://id.loc.gov/authorities/names/n2005048215",,,"Miller, Alexandra E.","Wentz, Elizabeth|http://id.loc.gov/authorities/names/no2007033860",,Archaeoclimatology and Ancient Mediterranean Landscape Dynamics,,,Paleoclimatology|http://id.loc.gov/authorities/subjects/sh85097057,,,,,Faculty scholarship,,,Paleoclimatology|http://id.loc.gov/authorities/subjects/sh85097057,"Hill, J. Brett (James Brett), 1960-|http://id.loc.gov/authorities/names/n2005048215","Miller, Alexandra E.||Wentz, Elizabeth|http://id.loc.gov/authorities/names/no2007033860"
38,5,Mediterranean Landscape Dynamics Project,Modeling Impacts of Landuse Practices on Mediterranean Landscapes,8323,,"Ullah, Isaac I. T. (Author) || Barton, C. Michael (Author)",,2006,,eng,,,Text,14 slides.,,"Presentation at the Archaeological Sciences of America Symposium, September 2006, Tucson, AZ.",http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 21:21:13.210273+00:00,2018-06-21 21:58:08.356271+00:00,1,,,8323.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,"Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531",,,,Modeling Impacts of Landuse Practices on Mediterranean Landscapes,,,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,Land use|http://id.loc.gov/authorities/subjects/sh85074345,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856||Social ecology|http://id.loc.gov/authorities/subjects/sh92004049||Land use|http://id.loc.gov/authorities/subjects/sh85074345,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048","Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531"
39,5,Mediterranean Landscape Dynamics Project,Alternative Futures of the Past || Modeling Neolithic landuse and its consequences in the ancient Mediterranean,8321,,"Ullah, Isaac I. T. (Author) || Barton, C. Michael (Author)",Arizona State University (Publisher),2007,,eng,,,Text,18 slides.,,"Conference proceeding at the 72st Annual Meeting of the Society for American Archaeology Austin, TX, USA, April 25-29, 2007",http://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Public,,2011-06-07 21:11:59.760604+00:00,2018-06-21 21:58:08.363643+00:00,1,,,8321.0,"Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531",,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,,,Alternative Futures of the Past,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856,Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768,Geographic information systems|http://id.loc.gov/authorities/subjects/sh2003007733,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345||Human ecology|http://id.loc.gov/authorities/subjects/sh85062856||Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768||Geographic information systems|http://id.loc.gov/authorities/subjects/sh2003007733,"Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531","Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048"
